spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,zcr_mean,zcr_std,rms_mean,rms_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std,tempo,contrast_1_mean,contrast_1_std,contrast_2_mean,contrast_2_std,contrast_3_mean,contrast_3_std,contrast_4_mean,contrast_4_std,contrast_5_mean,contrast_5_std,contrast_6_mean,contrast_6_std,contrast_7_mean,contrast_7_std,genre
1410.6753570562078,453.11712875661004,2767.5082652561437,1194.0923722471903,1512.971789272328,380.6953780625899,0.06298072271671827,0.021005301234394137,0.14286481,0.09589651,-173.71587,90.2122,137.14024,32.895638,-23.767647,32.04959,26.99174,22.26209,-16.687662,17.024559,4.214374,12.638329,-12.582618,12.267991,5.8545594,9.082866,-2.8846726,10.4207115,-1.186681,8.099662,-1.9771539,7.44855,1.8001548,7.6134143,-3.0044115,9.680582,0.46167365,0.37680283,0.17095318,0.19205286,0.19264798,0.19362272,0.37859696,0.36220825,0.35386527,0.27549598,0.45910814,0.41737533,0.2763882,0.25313225,0.32404935,0.30773804,0.1876989,0.22375661,0.20247589,0.23212229,0.32372454,0.30632174,0.31639963,0.26406294,[161.49902344],16.17116056160471,5.31005534787337,16.379389883865013,5.439852568643477,21.29912243778801,6.312662121118824,21.590195304112104,5.719754969747262,18.679928625556116,4.874657775271495,17.768053539391577,3.510155943341886,35.72734561156319,5.5574159215606285,blues
1353.3291189300633,715.47446584206,2882.31590436339,1712.5018145222573,1757.3310044069237,469.274972885103,0.04395891785990712,0.04354469611875666,0.065684564,0.050005443,-287.92355,77.045265,123.97102,31.523533,5.4561224,17.381046,33.684544,18.55079,1.0892011,21.01286,14.704721,15.348381,-4.898606,12.217013,8.6532755,13.753051,0.7827978,12.197827,6.5667357,10.686265,-4.87944,9.686741,-3.1806588,9.17844,-5.557003,8.085729,0.2483915,0.27244672,0.23022659,0.21186818,0.30491775,0.24716635,0.41385746,0.27654338,0.658542,0.37507504,0.5414394,0.35094476,0.35246077,0.2539942,0.34857565,0.3042381,0.34565005,0.30069384,0.34801093,0.31880248,0.27664185,0.2763177,0.32097086,0.33495063,[161.49902344],27.483370752926515,5.876783219205343,16.876059884810612,4.811296974910682,17.698070264509987,4.671834287937246,17.865403485970518,3.840503183174177,17.39974569243824,3.1874328831571694,16.091277790468002,2.487014503776014,32.171529630726695,5.053183874458549,blues
1361.1004062354928,507.00601443997215,2739.791766187355,976.0043854573764,1567.6007717770153,211.96910144314313,0.06912392064144737,0.04879831148262711,0.11902389,0.0636934,-207.20874,67.661995,132.79709,25.794357,-15.460706,30.592875,60.99486,18.18241,0.71024126,17.721489,12.461279,10.059374,1.1609277,10.392875,-1.5278946,10.568409,-17.901815,9.819367,8.369234,9.735622,-2.4538186,11.820317,-0.5966887,9.624631,0.36881652,9.283365,0.3036762,0.22774154,0.16028026,0.2152089,0.21962774,0.3051512,0.20349415,0.26029,0.19680668,0.2842662,0.26644194,0.30281442,0.30161816,0.32723123,0.15768711,0.19763076,0.1824606,0.23949294,0.21346904,0.2582996,0.3755524,0.24458319,0.65087664,0.39893022,[184.5703125],16.89251432562536,4.763313953145293,18.890022518002528,5.09283126284234,21.01584864579434,4.859112047318727,20.099728297279288,4.865847402942259,21.6373619142718,4.393432729473391,22.808864086386276,4.060105434822166,33.5453591271736,3.483738394301247,blues
1324.3317542217221,414.2953027543849,2710.3669441152283,1037.1194677358196,1827.3844642890333,279.4935025959381,0.051417300575657895,0.03544030759515154,0.11318897,0.064741395,-209.7822,44.38294,124.46592,23.290462,10.285805,25.728228,47.030174,12.177268,6.4823856,10.098318,15.417021,12.095588,-2.010078,8.332418,6.735786,8.71791,-21.54862,9.820377,10.728498,9.790461,-5.532432,9.524994,-2.202038,7.695251,-3.051727,7.237646,0.12737738,0.1732609,0.14210582,0.23449244,0.1711676,0.24358635,0.14698231,0.2281236,0.18988648,0.25219312,0.23153718,0.25979963,0.15596735,0.18203942,0.2164879,0.2450727,0.34531885,0.3453727,0.38492703,0.2406619,0.69153094,0.37896943,0.3734268,0.24546136,[107.66601562],17.056353195477545,4.7403808418790145,18.542702162287576,5.318146268458895,21.60647995746491,4.894077595632699,18.863213934739992,4.304676731340804,19.59525017568339,4.066239542692232,19.25900587118478,4.094025606462709,34.98918333543087,1.8087163585276644,blues
1172.2763008557504,383.77702373407834,2345.777482071159,936.497139040366,1705.8583767615453,310.43031693283615,0.045045834945820436,0.03950987106446065,0.06693625,0.05204608,-305.69858,90.5473,113.04164,26.10366,12.114901,38.257935,45.039444,14.991419,17.739239,15.779799,14.59463,12.438758,4.1571283,12.554844,0.24009794,12.913716,-7.013088,9.8775425,13.649843,8.767174,8.923058,9.4865055,1.30169,7.920795,5.952128,8.022303,0.2962065,0.32248878,0.31608945,0.33376017,0.2948223,0.31470546,0.2400488,0.2751072,0.2947869,0.3062504,0.31426442,0.32053524,0.23711222,0.25241798,0.23535702,0.24706098,0.28419036,0.28366166,0.37784427,0.2912982,0.62039816,0.4203183,0.4373699,0.33646318,[151.99908088],17.679665640268443,4.340503448474386,19.680118393936823,5.290360958537057,23.622879377867008,5.919326403449578,19.5089505837423,5.604971895983523,20.49066736990628,5.3134691167251376,19.44084079545518,5.238851454336763,30.897990128109065,3.070736755045782,blues
1420.4114787701458,447.3246402980111,2930.240614569224,836.9628042321557,1730.9171016184662,285.16918566241634,0.0637176797116873,0.04406925502867672,0.080638945,0.05321031,-238.53304,66.202576,120.08829,26.99122,-4.2245555,31.297773,42.310043,19.574749,5.9163294,17.288061,13.914182,10.838106,5.3575773,10.939125,1.9037086,11.995671,-16.92988,9.480667,12.339311,8.733511,3.9409604,9.037074,-1.3906769,7.804614,0.0147920735,7.7852073,0.26288947,0.23214838,0.1662414,0.218767,0.24380179,0.33430973,0.24289559,0.29432532,0.28420228,0.34369922,0.29283315,0.3260842,0.26068223,0.29293656,0.16922717,0.2116693,0.19756256,0.24760897,0.24369335,0.2732102,0.36236724,0.2883772,0.5177623,0.41311708,[103.359375],16.861067863521296,4.619258132700608,18.557984670671026,4.467330771773089,20.967541267495033,5.378711038430795,19.732013398389174,5.173719277568408,20.289203300415945,4.41103867304119,20.02401341760077,4.174261076895903,33.11842282825507,2.70237629733471,blues
1455.0424713770037,390.38911330846514,3009.9651324859715,1005.4885183924602,1825.9090251786272,341.8276045457172,0.061350725014512386,0.03767737157691678,0.08141902,0.051397182,-233.79489,70.44123,120.66705,23.711533,-3.1675608,34.757095,39.53927,19.91084,3.858855,16.844215,18.839672,12.497924,-3.6889172,10.01887,4.431845,10.562872,-14.975374,10.074906,17.571033,10.108127,1.8447447,10.42193,2.5386066,8.149384,-1.2386856,8.067007,0.23256344,0.28455824,0.1688748,0.22183676,0.14962573,0.19812652,0.27871922,0.27394664,0.40747797,0.35398495,0.24971187,0.25878808,0.27227315,0.29076275,0.35508335,0.31070083,0.52867246,0.3498287,0.5375006,0.38988936,0.26503965,0.23110563,0.25401476,0.29080042,[198.76802885],16.84794720165796,4.639188731223633,17.97105586817448,4.568107159448309,21.036888068185412,5.311985519321819,18.751087452086956,5.260697648540179,20.263356045176963,4.596369891099943,18.601751201307497,4.550804577390128,33.928423770161004,2.426279486872563,blues
1088.7781161784512,481.44119724619634,2134.7537581027477,1040.1175624181956,1410.8359525015333,264.16997658064673,0.04832397083010836,0.029080134268729036,0.09325911,0.046387743,-245.75414,72.07491,140.48093,28.298141,-2.771439,28.210205,60.42012,18.994875,18.9254,15.329366,9.837099,9.987851,3.566577,10.89083,0.5361875,9.650059,-16.367361,11.359438,6.6298547,10.260237,7.269149,9.8356695,-4.015731,8.446647,1.6074535,8.5421295,0.30284932,0.32589373,0.2071584,0.24116397,0.15734114,0.22426532,0.15960145,0.18735722,0.3067427,0.32336694,0.25651148,0.24767838,0.2541382,0.28107372,0.3122528,0.2922201,0.42534295,0.2936961,0.57891184,0.38473645,0.35321257,0.23088637,0.31281096,0.32294038,[172.265625],15.959212895559233,4.71340886076202,18.994416583119243,4.746753011447147,22.643051923774156,5.00146564178626,19.93258214146661,4.800333207111842,21.30462333692694,4.460546454044575,21.693830900603267,3.632977038613206,31.50836415755714,4.045281707433042,blues
1537.56091926741,439.6508001183023,3495.4621967516446,1352.6626778846232,2054.224165444145,381.49604145575444,0.056131935710139316,0.041510898956046816,0.07964064,0.054376032,-252.51877,53.61874,104.93699,24.581554,15.316828,25.72705,42.673473,12.750804,6.7626176,9.637907,21.623575,10.824914,-1.3132769,8.57424,5.691933,10.023236,-16.619516,11.194995,12.161626,11.117656,-1.96795,7.221668,1.969765,8.042828,-0.88895845,6.976862,0.2109819,0.24054669,0.16093785,0.23264048,0.1887495,0.26888904,0.20268127,0.26559967,0.21735209,0.2811572,0.28019822,0.32611468,0.32945487,0.35065505,0.25060403,0.2759611,0.33041683,0.31407,0.37706187,0.36637595,0.2986024,0.26485327,0.39391088,0.40675005,[83.35433468],18.185877760346703,4.914831884057626,18.673023731109385,4.922428722039693,23.508252433841353,6.6467836795620405,18.937140327090116,5.009964902745644,19.755208714604706,4.741478163349864,18.237134724863786,4.835801170106641,34.69768191079407,2.188502398683202,blues
1195.4133983085592,499.72228766743984,2235.2114839819565,1099.3750886750324,1480.9442638678327,216.57655920498243,0.05887114817143963,0.04241648363749193,0.09763429,0.050781094,-236.6889,74.70635,138.40428,23.166365,-4.923575,34.172825,47.647713,17.647171,5.152376,21.601053,8.895284,9.574511,0.4828563,9.904786,-3.801668,12.6051855,-14.974891,8.792124,10.432587,10.22606,-0.35396135,11.592767,0.7883455,8.970575,1.7829303,8.832467,0.19436334,0.28408477,0.19354911,0.25606126,0.15701011,0.24115619,0.25425065,0.29037043,0.34076017,0.36906123,0.1469292,0.21016234,0.13923539,0.21906361,0.24408185,0.28650925,0.43789995,0.30505088,0.5547579,0.4170143,0.25239977,0.22603537,0.17307648,0.23557909,[123.046875],16.522419692297596,5.065628393997255,18.326953021649267,5.178522068144856,22.749064648528883,4.835105421278091,19.253089158777943,4.43034375669439,20.706566982002187,4.394742414188378,20.6686122755776,3.7077659412961306,32.14242770977516,3.5269589515782207,blues
1389.952283760105,320.81513964141294,3005.7401580338137,972.856996829294,1911.3143992689452,297.89752190202256,0.05256015080785604,0.02481177495607362,0.07535405,0.04988359,-230.42657,54.645504,127.100525,19.935543,7.145355,24.487257,39.784317,13.249691,1.9449425,10.760222,17.40534,10.012038,-5.639429,8.914257,8.25213,8.327551,-18.104385,7.7455463,13.842513,8.527892,-3.760913,8.461935,2.5718598,8.635147,-4.3208055,7.9143233,0.2498888,0.24572943,0.17251883,0.2280892,0.21738866,0.27920887,0.29259938,0.25676563,0.4965706,0.39616016,0.24946384,0.22890909,0.22612867,0.25157923,0.34282172,0.3200612,0.3883362,0.34743944,0.29949108,0.29776075,0.28352606,0.26161712,0.4148595,0.35755417,[135.99917763],16.324950510016254,4.57449236800439,15.953200069486634,4.278319028418212,20.516873042659764,5.101131106457591,17.65363809086513,4.112378721144194,18.531188159554937,3.7991579033501313,17.219513999857888,3.3718346292912202,34.29043512237343,2.1133697264741933,blues
1046.7275070203582,540.0754646880029,1831.1222607875386,1161.5990322554355,1480.5791610107574,264.7677545990596,0.04793735185274768,0.04829025097065128,0.101118095,0.05685033,-264.67847,79.659164,138.85834,31.658894,11.156023,35.838104,48.538254,19.268608,14.895924,15.755783,20.584368,11.40654,3.2051423,10.956984,1.2625881,10.222084,-15.847021,9.767315,15.986576,9.229901,3.3616717,8.8989725,-1.5137409,8.480931,1.892155,8.370803,0.2332014,0.28088912,0.16180475,0.1827283,0.17967814,0.21638036,0.21733353,0.20762336,0.38632223,0.33356282,0.5575255,0.41604927,0.45657688,0.35286078,0.44280407,0.31567562,0.40352052,0.32856438,0.29652038,0.25609306,0.2842472,0.34189573,0.23417078,0.25446168,[99.38401442],19.326919707873692,4.9190277477648525,18.664104411251994,4.956242728112541,22.581228815136896,4.841082101819294,20.36983990496458,4.9264935437150195,21.419999360091595,5.321639457965489,20.5285863326646,5.3128930524257285,32.16056963125086,3.6179415578008465,blues
1156.2023631215013,560.5751355792373,2170.511875211639,1153.7443478601008,1497.7588839195676,243.07704876981532,0.05861340218653251,0.05355133885466522,0.1134315,0.060719416,-233.85751,80.59228,136.17209,30.97792,3.2713182,34.091278,48.931213,19.602709,8.685134,17.44671,13.97951,12.861816,5.3548675,10.272586,0.39087018,11.302638,-13.504575,12.309769,16.856106,9.099174,5.130938,10.696426,-2.2318802,8.792097,3.9640331,8.120822,0.3897471,0.36495793,0.23288275,0.2305024,0.21152727,0.27651525,0.25629792,0.2917577,0.32878277,0.31439865,0.49499997,0.4063651,0.35562545,0.30945307,0.32009515,0.30424702,0.28151312,0.26052773,0.31772652,0.31872034,0.25046688,0.2837905,0.23763904,0.23417914,[95.703125],18.65293979507618,4.780522705901496,17.909654138483507,4.954652698808842,22.69234471145266,5.25601130092833,20.27898307685397,5.170597817561368,21.424414512702562,4.848233852032008,21.98610505406235,5.267647293894528,33.057225880540784,4.0723207933070045,blues
1210.457126026275,363.08462230283806,2522.5430798604393,781.1815275234986,1498.0546093389983,227.26333698329265,0.052482675841718264,0.03298931566314875,0.101914905,0.059668284,-227.26886,64.40761,137.7307,22.50393,-14.493466,35.303547,63.555702,14.52175,5.612641,12.356342,11.98464,9.678051,1.885552,10.130399,-1.8633766,9.341697,-7.6205554,9.878339,-2.4471743,9.883728,-2.886725,10.20205,-9.429529,9.378918,-10.923913,10.746888,0.2080751,0.2510513,0.27335852,0.33261102,0.18795398,0.24008328,0.20785007,0.19627583,0.48305637,0.3883792,0.22900419,0.19975862,0.124760345,0.19279447,0.16496514,0.21999791,0.28222013,0.21568604,0.65096676,0.36998683,0.36525834,0.25099814,0.1911824,0.22047326,[184.5703125],16.078663085535215,4.649265505162567,19.496394484527514,5.002467946068492,24.151916666335392,5.034941634739852,21.211439044362944,4.839457091738317,20.580586373407975,4.602947104268139,20.623994438158494,4.063522991409472,30.653466381284947,2.2010272706162834,blues
1120.39098022859,420.01051912533836,2325.127606938129,1067.2899656487189,1447.852625055179,231.9948576792643,0.047297899937113,0.03285126675852585,0.08696161,0.05012074,-274.31186,76.93624,130.41371,22.375292,-6.3927994,36.63964,70.405014,17.646696,13.269141,15.1845045,9.461284,12.469622,7.7256403,11.023466,-1.247491,12.256719,-0.5775883,9.70369,-2.3025885,8.300184,3.783147,8.762743,0.084823325,8.577574,-0.93943614,11.257425,0.30606738,0.2991325,0.23341651,0.2772284,0.23148823,0.30286664,0.17517252,0.25019234,0.20543848,0.28323618,0.23799178,0.30616105,0.11788571,0.16186368,0.08235784,0.15292366,0.12760812,0.18436223,0.2973147,0.26088244,0.60895485,0.37186494,0.53360045,0.3657077,[103.359375],16.01154497185364,4.011080336349445,21.706906472652637,6.062534849175743,23.97697226456178,5.809316628031437,20.16184667197599,4.906123341441133,20.0508330749294,4.428953091943771,21.274111672802825,4.775094965950677,28.83713952341195,1.9514822511767815,blues
